Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
36.0,16.0,Técnico,Inglês,Nenhuma,Sudeste,Analista de Dados,13136.87
34.0,38.0,Superior,Inglês,Alemão,Nordeste,Vendedor,5302.2
61.0,0.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Policial,2748.52
50.0,28.0,Mestrado,Inglês,Alemão,Sudeste,Cientista,30078.37
29.0,13.0,Médio,Inglês,Nenhuma,Nordeste,Arquiteto,8240.13
20.0,16.0,Mestrado,Francês,Francês,Norte,Professor,7494.26
60.0,12.0,Superior,Inglês,Nenhuma,Nordeste,Pesquisador,13507.85
erro,28.0,Doutorado,Inglês,Nenhuma,Sudeste,Motorista,8532.76
52.0,33.0,Fundamental,Inglês,Inglês,Sul,Programador,12494.83
25.0,26.0,Médio,Inglês,Inglês,Nordeste,Programador,12206.34
53.0,32.0,Superior,Nenhuma,Nenhuma,Sudeste,Economista,12362.42
24.0,28.0,Doutorado,Nenhuma,Nenhuma,Centro-Oeste,Professor,11810.67
63.0,36.0,Pós,Inglês,Nenhuma,Centro-Oeste,Designer,15038.17
erro,38.0,Superior,Inglês,Nenhuma,Centro-Oeste,Economista,245547.2
53.0,18.0,Fundamental,Inglês,Nenhuma,Sul,Médico,12352.86
33.0,23.0,Técnico,Inglês,Nenhuma,Sudeste,Vendedor,3690.97
41.0,13.0,Técnico,Nenhuma,Inglês,Sudeste,Designer,6494.85
18.0,,Superior,Nenhuma,Nenhuma,Nordeste,Cientista,12308.33
42.0,4.0,Técnico,Inglês,Francês,Nordeste,Administrador,4742.64
27.0,23.0,Técnico,Inglês,Nenhuma,Sudeste,Vendedor,5233.22
33.0,33.0,Superior,Inglês,Inglês,Sudeste,Designer,13178.19
33.0,30.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Policial,10659.3
25.0,29.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,5923.24
46.0,8.0,Superior,Inglês,Nenhuma,Sul,Programador,11284.51
56.0,26.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Advogado,33578.19
45.0,27.0,Médio,Nenhuma,Nenhuma,Sudeste,Consultor,7047.23
23.0,25.0,Fundamental,Inglês,Nenhuma,Sudeste,Policial,3971.91
33.0,17.0,Pós,Inglês,Nenhuma,Sudeste,Médico,25745.02
37.0,35.0,Superior,Inglês,Nenhuma,Centro-Oeste,Engenheiro,19642.64
33.0,7.0,Superior,Inglês,Alemão,Centro-Oeste,Administrador,7834.67
24.0,17.0,Médio,Francês,Espanhol,Nordeste,Engenheiro,10363.65
58.0,19.0,Superior,Alemão,Inglês,Sul,Administrador,7348.99
31.0,31.0,Superior,Alemão,Nenhuma,Norte,Programador,9959.04
60.0,28.0,Técnico,Inglês,Espanhol,Sudeste,Analista de Dados,14381.34
43.0,17.0,Superior,Italiano,Francês,Sudeste,Técnico,6343.05
43.0,6.0,Técnico,Alemão,Inglês,Sudeste,Designer,5521.62
31.0,0.0,Doutorado,Inglês,Nenhuma,Sudeste,Técnico,7980.84
24.0,27.0,Doutorado,Italiano,Nenhuma,Centro-Oeste,Enfermeiro,9062.87
50.0,32.0,Mestrado,Nenhuma,Italiano,Norte,Programador,13130.51
43.0,,Doutorado,Inglês,Italiano,Sul,Engenheiro,18961.13
62.0,19.0,Técnico,Inglês,Espanhol,Nordeste,Policial,5811.33
37.0,35.0,Mestrado,Inglês,Nenhuma,Sul,Economista,17835.04
20.0,30.0,Superior,Inglês,Alemão,Nordeste,Professor,10350.25
21.0,37.0,Pós,Italiano,Nenhuma,Norte,Programador,13504.04
43.0,27.0,Médio,Francês,Italiano,Norte,Engenheiro,11664.62
28.0,2.0,Mestrado,Alemão,Nenhuma,Centro-Oeste,Administrador,5669.39
19.0,5.0,Médio,Italiano,Nenhuma,Nordeste,Agrônomo,2425.74
31.0,22.0,Técnico,Nenhuma,Nenhuma,Sudeste,Médico,12744.05
61.0,6.0,Mestrado,Inglês,Nenhuma,Sudeste,Agrônomo,8559.52
47.0,35.0,Pós,Italiano,Nenhuma,Sul,Economista,13035.55
29.0,0.0,Superior,Inglês,Inglês,Sudeste,Técnico,5697.5
43.0,5.0,Superior,Inglês,Nenhuma,Sudeste,Arquiteto,10118.08
61.0,23.0,Médio,Nenhuma,Inglês,Sudeste,Policial,5246.86
50.0,36.0,Superior,Alemão,Nenhuma,Norte,Designer,9268.24
30.0,35.0,Fundamental,Inglês,Espanhol,Sudeste,Arquiteto,11397.12
31.0,23.0,Mestrado,Inglês,Italiano,Centro-Oeste,Cientista,20754.16
41.0,37.0,Superior,Italiano,Nenhuma,Sul,Advogado,21621.51
51.0,28.0,Doutorado,Nenhuma,Francês,Nordeste,Engenheiro,26772.33
61.0,36.0,Superior,Francês,Nenhuma,Sudeste,Advogado,17548.12
43.0,31.0,Superior,Inglês,Italiano,Sudeste,Designer,14431.87
38.0,24.0,Superior,Inglês,Nenhuma,Nordeste,Vendedor,4746.34
45.0,9.0,Técnico,Inglês,Inglês,Nordeste,Professor,7160.21
65.0,34.0,Médio,Alemão,Inglês,Sul,Vendedor,4593.46
53.0,24.0,Mestrado,Inglês,Inglês,Centro-Oeste,Pesquisador,22121.32
57.0,26.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Designer,7535.45
19.0,31.0,Superior,Francês,Inglês,Sul,Arquiteto,13263.07
59.0,11.0,Fundamental,Francês,Nenhuma,Sudeste,Enfermeiro,
26.0,3.0,Médio,Francês,Nenhuma,Sudeste,Advogado,9732.75
40.0,25.0,Superior,Nenhuma,Inglês,Sudeste,Programador,13935.43
32.0,2.0,Mestrado,Alemão,Nenhuma,Centro-Oeste,Analista de Dados,11934.87
30.0,16.0,Superior,Inglês,Francês,Sul,Programador,15958.49
40.0,8.0,Médio,Nenhuma,Nenhuma,Norte,Designer,4483.01
34.0,28.0,Médio,Inglês,Nenhuma,Centro-Oeste,Programador,9579.63
65.0,0.0,Mestrado,Inglês,Italiano,Sul,Policial,6570.63
19.0,17.0,Pós,Alemão,Nenhuma,Centro-Oeste,Médico,
37.0,19.0,Doutorado,Inglês,Nenhuma,Norte,Programador,17964.87
37.0,33.0,Médio,Inglês,Espanhol,Nordeste,Cientista,
63.0,27.0,Doutorado,Francês,Espanhol,Sul,Professor,14958.74
20.0,34.0,Mestrado,Nenhuma,Nenhuma,Sul,Policial,7988.42
29.0,15.0,Mestrado,Francês,Alemão,Nordeste,Consultor,8187.52
57.0,20.0,Fundamental,Inglês,Nenhuma,Sul,Técnico,3863.43
19.0,12.0,Pós,Inglês,Alemão,Nordeste,Médico,14451.9
53.0,34.0,Superior,Inglês,Nenhuma,Sul,Policial,8143.22
31.0,31.0,Superior,Inglês,Francês,Sul,Analista de Dados,18606.58
33.0,37.0,Superior,Inglês,Nenhuma,Sul,Designer,9851.52
36.0,5.0,Pós,Francês,Nenhuma,Nordeste,Médico,12122.41
51.0,37.0,Doutorado,Alemão,Nenhuma,Centro-Oeste,Policial,12934.93
61.0,37.0,Pós,Nenhuma,Francês,Sudeste,Programador,18322.49
63.0,12.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,5321.99
23.0,38.0,Superior,Inglês,Inglês,Nordeste,Médico,22333.05
30.0,12.0,Superior,Inglês,Inglês,Sudeste,Policial,7120.69
53.0,xxx,Técnico,Nenhuma,Francês,Sudeste,Cientista,11850.72
39.0,32.0,Técnico,Nenhuma,Nenhuma,Nordeste,Enfermeiro,4910.78
35.0,27.0,Pós,Nenhuma,Nenhuma,Norte,Consultor,8956.55
29.0,2.0,Médio,Nenhuma,Espanhol,Sudeste,Agrônomo,2963.71
47.0,17.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Médico,erro
57.0,25.0,Mestrado,Italiano,Nenhuma,Sul,Advogado,26250.85
24.0,39.0,Superior,Alemão,Nenhuma,Norte,Pesquisador,15795.62
49.0,1.0,Doutorado,Inglês,Nenhuma,Sudeste,Médico,26349.38
65.0,3.0,Superior,Italiano,Inglês,Norte,Arquiteto,8301.75
36.0,27.0,Médio,Italiano,Espanhol,Nordeste,Policial,4252.35
23.0,27.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Engenheiro,11553.96
37.0,24.0,Doutorado,Inglês,Nenhuma,Nordeste,Policial,10174.54
44.0,25.0,Doutorado,Nenhuma,Espanhol,Nordeste,Administrador,14249.33
60.0,1.0,Superior,Italiano,Inglês,Sudeste,Administrador,6925.27
54.0,33.0,Médio,Inglês,Nenhuma,Nordeste,Motorista,4292.09
65.0,29.0,Técnico,Inglês,Alemão,Centro-Oeste,Engenheiro,20651.48
24.0,,Superior,Nenhuma,Inglês,Sul,Consultor,erro
22.0,36.0,Superior,Inglês,Francês,Sudeste,Pesquisador,24265.48
28.0,22.0,Superior,Inglês,Inglês,Sudeste,Professor,11278.19
32.0,32.0,Mestrado,Inglês,Inglês,Norte,Policial,9882.45
20.0,1.0,Pós,Inglês,Espanhol,Sul,Professor,8929.09
22.0,26.0,Técnico,Nenhuma,Francês,Sudeste,Enfermeiro,5620.04
40.0,21.0,Técnico,Inglês,Francês,Norte,Enfermeiro,4607.2
54.0,33.0,Mestrado,Inglês,Alemão,Sul,Analista de Dados,23923.5
26.0,,Superior,Alemão,Nenhuma,Norte,Técnico,4992.95
32.0,19.0,Médio,Nenhuma,Nenhuma,Sudeste,Policial,5452.33
20.0,25.0,Técnico,Italiano,Nenhuma,Centro-Oeste,Policial,5509.68
46.0,15.0,Pós,Inglês,Nenhuma,Sul,Analista de Dados,15746.14
23.0,5.0,Médio,Nenhuma,Nenhuma,Sul,Advogado,10184.89
34.0,22.0,Superior,Francês,Espanhol,Sudeste,Técnico,5873.15
43.0,36.0,Superior,Inglês,Nenhuma,Sudeste,Motorista,6825.51
38.0,7.0,Médio,Francês,Inglês,Sul,Pesquisador,8342.75
25.0,5.0,Superior,Nenhuma,Alemão,Sul,Motorista,2970.48
38.0,36.0,Médio,Francês,Nenhuma,Sudeste,Policial,5170.16
28.0,21.0,Técnico,Nenhuma,Alemão,Nordeste,Policial,4522.32
55.0,5.0,Técnico,Alemão,Nenhuma,Centro-Oeste,Arquiteto,5494.23
25.0,31.0,Superior,Francês,Italiano,Sudeste,Médico,19240.53
59.0,16.0,Pós,Inglês,Alemão,Sudeste,Advogado,24214.4
41.0,37.0,Médio,Nenhuma,Inglês,Centro-Oeste,Advogado,erro
52.0,16.0,Mestrado,Francês,Nenhuma,Sul,Administrador,10925.19
31.0,36.0,Fundamental,Alemão,Inglês,Centro-Oeste,Advogado,10677.55
31.0,22.0,Superior,Italiano,Nenhuma,Sudeste,Agrônomo,5557.39
27.0,12.0,Superior,Alemão,Nenhuma,Nordeste,Vendedor,2607.31
29.0,31.0,Superior,Italiano,Italiano,Centro-Oeste,Analista de Dados,14416.17
55.0,21.0,Médio,Alemão,Espanhol,Sudeste,Professor,6946.17
61.0,6.0,Fundamental,Alemão,Nenhuma,Norte,Médico,5975.18
63.0,21.0,Superior,Inglês,Nenhuma,Norte,Arquiteto,12041.2
51.0,20.0,Médio,Inglês,Nenhuma,Nordeste,Técnico,5076.94
58.0,5.0,Mestrado,Alemão,Nenhuma,Sul,Médico,13915.7
27.0,13.0,Médio,Francês,Nenhuma,Nordeste,Engenheiro,8010.69
34.0,15.0,Superior,Inglês,Nenhuma,Sul,Consultor,7423.36
34.0,2.0,Superior,Inglês,Espanhol,Sudeste,Agrônomo,5093.35
20.0,8.0,Superior,Inglês,Nenhuma,Sudeste,Designer,7544.23
48.0,20.0,Pós,Italiano,Espanhol,Sudeste,Vendedor,5876.98
18.0,29.0,Superior,Francês,Alemão,Sul,Vendedor,4032.42
29.0,29.0,Fundamental,Inglês,Nenhuma,Sudeste,Economista,6883.27
56.0,31.0,Pós,Inglês,Inglês,Sudeste,Administrador,16937.05
21.0,22.0,Médio,Inglês,Inglês,Sudeste,Médico,20241.15
59.0,2.0,Superior,Inglês,Nenhuma,Sul,Motorista,3946.5
30.0,0.0,Mestrado,Inglês,Nenhuma,Norte,Programador,8581.79
51.0,2.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Advogado,8850.58
59.0,36.0,Superior,Inglês,Nenhuma,Nordeste,Advogado,498884.19999999995
38.0,6.0,Fundamental,Alemão,Nenhuma,Centro-Oeste,Cientista,5214.59
39.0,2.0,Mestrado,Inglês,Nenhuma,Sudeste,Arquiteto,11934.87
21.0,35.0,Pós,Italiano,Nenhuma,Sul,Programador,20330.51
35.0,2.0,Médio,Francês,Nenhuma,Sul,Cientista,6995.35
22.0,3.0,Técnico,Inglês,Nenhuma,Sudeste,Técnico,4255.81
36.0,30.0,Superior,Inglês,Nenhuma,Norte,Policial,5853.09
19.0,1.0,Técnico,Alemão,Italiano,Sudeste,Designer,95455.8
29.0,13.0,Médio,Nenhuma,Inglês,Norte,Vendedor,2236.29
34.0,36.0,Superior,Nenhuma,Italiano,Centro-Oeste,Técnico,8000.42
27.0,30.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Médico,17340.86
51.0,1.0,Técnico,Alemão,Nenhuma,Sudeste,Arquiteto,6159.25
23.0,30.0,Médio,Nenhuma,Espanhol,Norte,Economista,5163.0
25.0,21.0,Mestrado,Inglês,Nenhuma,Sudeste,Economista,14313.33
28.0,9.0,Técnico,Francês,Nenhuma,Sul,Cientista,8783.01
29.0,29.0,Superior,Inglês,Inglês,Norte,Agrônomo,6720.06
26.0,,Superior,Inglês,Inglês,Norte,Policial,7272.15
19.0,18.0,Técnico,Inglês,Inglês,Sul,Programador,14294.61
25.0,24.0,Superior,Inglês,Francês,Sudeste,Engenheiro,25521.27
28.0,0.0,Superior,Inglês,Italiano,Sul,Economista,6404.88
53.0,31.0,Superior,Inglês,Italiano,Sudeste,Policial,8844.35
27.0,24.0,Superior,Inglês,Nenhuma,Nordeste,Enfermeiro,5437.96
38.0,16.0,Mestrado,Italiano,Nenhuma,Centro-Oeste,Consultor,10338.16
37.0,13.0,Superior,Inglês,Nenhuma,Sul,Professor,7147.27
65.0,12.0,Técnico,Italiano,Espanhol,Nordeste,Economista,4320.49
25.0,37.0,Médio,Italiano,Espanhol,Sul,Arquiteto,11206.46
53.0,38.0,Fundamental,Alemão,Inglês,Sudeste,Engenheiro,12339.87
46.0,1.0,Doutorado,Inglês,Nenhuma,Norte,Programador,14028.38
59.0,31.0,Doutorado,Inglês,Francês,Centro-Oeste,Administrador,18418.13
29.0,31.0,Médio,Inglês,Nenhuma,Nordeste,Analista de Dados,10917.27
31.0,39.0,Superior,Nenhuma,Nenhuma,Sudeste,Técnico,10125.99
65.0,5.0,Médio,Inglês,Inglês,Nordeste,Analista de Dados,8024.07
38.0,24.0,Doutorado,Italiano,Italiano,Sul,Pesquisador,26927.02
39.0,2.0,Médio,Inglês,Nenhuma,Nordeste,Agrônomo,3373.34
38.0,17.0,Superior,Nenhuma,Francês,Sudeste,Consultor,
61.0,37.0,Médio,Inglês,Espanhol,Sul,Consultor,7548.58
47.0,2.0,Técnico,Italiano,Francês,Sudeste,Administrador,5679.16
56.0,,Técnico,Italiano,Nenhuma,Sudeste,Advogado,10334.11
37.0,23.0,Superior,Inglês,Espanhol,Centro-Oeste,Agrônomo,5778.28
41.0,33.0,Superior,Inglês,Italiano,Nordeste,Médico,22845.0
40.0,38.0,Técnico,Inglês,Francês,Nordeste,Consultor,9620.54
24.0,23.0,Médio,Italiano,Nenhuma,Sudeste,Analista de Dados,10017.43
26.0,35.0,Superior,Alemão,Nenhuma,Sudeste,Engenheiro,20886.03
18.0,27.0,Mestrado,Inglês,Nenhuma,Sul,Pesquisador,27118.25
43.0,33.0,Pós,Inglês,Espanhol,Centro-Oeste,Programador,15097.74
55.0,15.0,Pós,Inglês,Nenhuma,Sul,Vendedor,4503.29
55.0,35.0,Técnico,Inglês,Espanhol,Sudeste,Arquiteto,18807.05
61.0,6.0,Pós,Inglês,Inglês,Nordeste,Analista de Dados,9735.81
39.0,17.0,Superior,Inglês,Nenhuma,Norte,Policial,5785.84
61.0,5.0,Médio,Inglês,Espanhol,Sudeste,Técnico,3921.42
27.0,27.0,Superior,Alemão,Inglês,Sudeste,Enfermeiro,erro
23.0,38.0,Médio,Alemão,Nenhuma,Norte,Enfermeiro,4797.47
34.0,33.0,Médio,Inglês,Nenhuma,Norte,Agrônomo,5654.32
55.0,28.0,Fundamental,Inglês,Espanhol,Sudeste,Vendedor,2977.21
41.0,3.0,Técnico,Nenhuma,Nenhuma,Sul,Técnico,3747.3
27.0,13.0,Técnico,Inglês,Nenhuma,Sudeste,Administrador,8491.81
25.0,4.0,Superior,Inglês,Francês,Nordeste,Programador,8512.48
38.0,24.0,Superior,Inglês,Italiano,Norte,Médico,370186.4
23.0,38.0,Mestrado,Alemão,Nenhuma,Sul,Motorista,5825.54
38.0,7.0,Médio,Inglês,Alemão,Sul,Engenheiro,10949.85
56.0,14.0,Técnico,Nenhuma,Inglês,Sudeste,Arquiteto,10101.01
41.0,18.0,Doutorado,Inglês,Inglês,Norte,Designer,12547.75
50.0,10.0,Superior,Inglês,Nenhuma,Sudeste,Advogado,18896.04
35.0,19.0,Pós,Italiano,Nenhuma,Centro-Oeste,Administrador,7496.47
45.0,35.0,Superior,Inglês,Inglês,Sul,Vendedor,7080.39
49.0,17.0,Superior,Inglês,Nenhuma,Nordeste,Cientista,11228.38
29.0,13.0,Médio,Alemão,Nenhuma,Sudeste,Cientista,185801.6
65.0,37.0,Mestrado,Inglês,Nenhuma,Sudeste,Economista,
59.0,24.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Médico,10992.56
44.0,15.0,Técnico,Alemão,Nenhuma,Sul,Motorista,2989.05
27.0,17.0,Superior,Inglês,Alemão,Sudeste,Vendedor,5874.81
63.0,0.0,Superior,Inglês,Inglês,Sul,Analista de Dados,8458.4
59.0,39.0,Mestrado,Inglês,Nenhuma,Nordeste,Motorista,7782.89
49.0,xxx,Fundamental,Italiano,Espanhol,Centro-Oeste,Técnico,1734.12
59.0,0.0,Superior,Alemão,Nenhuma,Nordeste,Economista,4655.87
43.0,20.0,Superior,Nenhuma,Nenhuma,Sul,Policial,6204.94
42.0,24.0,Médio,Inglês,Nenhuma,Nordeste,Consultor,5633.03
28.0,26.0,Pós,Nenhuma,Espanhol,Nordeste,Motorista,5005.11
40.0,9.0,Superior,Inglês,Inglês,Nordeste,Vendedor,3731.02
51.0,11.0,Superior,Inglês,Inglês,Sudeste,Policial,
57.0,27.0,Doutorado,Nenhuma,Francês,Centro-Oeste,Programador,25301.6
40.0,31.0,Superior,Inglês,Nenhuma,Nordeste,Técnico,8230.98
46.0,32.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Advogado,29535.91
48.0,7.0,Pós,Inglês,Nenhuma,Sudeste,Analista de Dados,13675.46
24.0,25.0,Superior,Inglês,Alemão,Sudeste,Médico,24279.4
57.0,1.0,Mestrado,Italiano,Nenhuma,Norte,Policial,
50.0,34.0,Técnico,Italiano,Nenhuma,Sudeste,Motorista,4085.46
38.0,33.0,Mestrado,Nenhuma,Alemão,Nordeste,Técnico,9503.59
19.0,5.0,Técnico,Nenhuma,Nenhuma,Sul,Economista,5191.64
35.0,30.0,Mestrado,Inglês,Inglês,Nordeste,Agrônomo,9220.82
64.0,22.0,Superior,Inglês,Inglês,Centro-Oeste,Arquiteto,12352.95
50.0,11.0,Mestrado,Italiano,Inglês,Centro-Oeste,Programador,11658.72
54.0,27.0,Mestrado,Alemão,Nenhuma,Sudeste,Professor,10400.05
51.0,14.0,Superior,Nenhuma,Francês,Centro-Oeste,Analista de Dados,11765.93
37.0,18.0,Superior,Inglês,Nenhuma,Sudeste,Policial,168945.0
52.0,11.0,Pós,Inglês,Inglês,Centro-Oeste,Designer,10394.38
erro,1.0,Técnico,Alemão,Espanhol,Centro-Oeste,Enfermeiro,3603.88
63.0,10.0,Fundamental,Inglês,Inglês,Sul,Policial,3130.28
41.0,36.0,Superior,Inglês,Nenhuma,Centro-Oeste,Administrador,12829.37
25.0,37.0,Superior,Alemão,Nenhuma,Nordeste,Programador,13176.77
47.0,24.0,Técnico,Nenhuma,Nenhuma,Nordeste,Cientista,10186.18
61.0,20.0,Técnico,Inglês,Nenhuma,Sudeste,Consultor,7402.26
27.0,35.0,Médio,Inglês,Italiano,Nordeste,Pesquisador,13376.03
40.0,8.0,Técnico,Nenhuma,Espanhol,Sudeste,Vendedor,3089.32
28.0,11.0,Médio,Nenhuma,Alemão,Sul,Economista,4640.67
19.0,9.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Administrador,7003.78
43.0,xxx,Técnico,Italiano,Francês,Nordeste,Professor,5364.53
53.0,32.0,Superior,Inglês,Francês,Sudeste,Pesquisador,27240.79
50.0,4.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Agrônomo,3180.63
64.0,15.0,Doutorado,Italiano,Inglês,Norte,Advogado,24881.26
30.0,36.0,Superior,Inglês,Alemão,Sudeste,Enfermeiro,9071.7
57.0,36.0,Médio,Nenhuma,Espanhol,Sudeste,Advogado,19113.19
42.0,28.0,Técnico,Nenhuma,Inglês,Sudeste,Programador,15374.1
21.0,17.0,Pós,Inglês,Francês,Sudeste,Advogado,25765.68
59.0,28.0,Fundamental,Inglês,Nenhuma,Sudeste,Advogado,14599.01
36.0,5.0,Doutorado,Francês,Francês,Centro-Oeste,Pesquisador,
35.0,17.0,Superior,Francês,Nenhuma,Sul,Designer,8874.83
54.0,31.0,Superior,Italiano,Nenhuma,Sul,Vendedor,3873.94
47.0,30.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Economista,19427.52
36.0,10.0,Superior,Inglês,Nenhuma,Nordeste,Vendedor,3093.65
40.0,xxx,Doutorado,Nenhuma,Inglês,Sudeste,Policial,14440.6
33.0,27.0,Doutorado,Nenhuma,Nenhuma,Sul,Enfermeiro,9062.57
18.0,26.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Professor,11257.31
29.0,18.0,Mestrado,Francês,Nenhuma,Sudeste,Analista de Dados,14684.82
41.0,26.0,Técnico,Inglês,Nenhuma,Nordeste,Técnico,6722.54
51.0,19.0,Técnico,Francês,Nenhuma,Centro-Oeste,Analista de Dados,7822.62
25.0,2.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Consultor,4780.14
35.0,15.0,Doutorado,Alemão,Nenhuma,Sudeste,Economista,12133.7
65.0,38.0,Técnico,Italiano,Nenhuma,Norte,Consultor,167689.0
22.0,,Médio,Inglês,Inglês,Sul,Cientista,16025.15
,14.0,Pós,Alemão,Nenhuma,Sudeste,Economista,8562.98
47.0,29.0,Técnico,Inglês,Alemão,Sul,Pesquisador,20084.58
30.0,39.0,Superior,Nenhuma,Inglês,Nordeste,Técnico,8045.83
36.0,0.0,Doutorado,Inglês,Nenhuma,Sul,Administrador,11419.49
46.0,28.0,Superior,Alemão,Espanhol,Sudeste,Economista,
20.0,29.0,Superior,Inglês,Nenhuma,Nordeste,Analista de Dados,14146.4
43.0,39.0,Superior,Alemão,Francês,Nordeste,Programador,16231.41
57.0,31.0,Superior,Italiano,Inglês,Norte,Vendedor,3390.98
29.0,9.0,Médio,Inglês,Espanhol,Centro-Oeste,Motorista,2579.61
19.0,26.0,Superior,Alemão,Nenhuma,Sul,Enfermeiro,7791.77
28.0,,Fundamental,Italiano,Nenhuma,Norte,Designer,3143.09
61.0,35.0,Superior,Francês,Nenhuma,Sul,Vendedor,4710.1
45.0,34.0,Superior,Inglês,Nenhuma,Centro-Oeste,Analista de Dados,13874.81
35.0,35.0,Técnico,Alemão,Nenhuma,Sudeste,Médico,16982.54
30.0,35.0,Superior,Inglês,Nenhuma,Sudeste,Médico,25711.71
54.0,24.0,Superior,Italiano,Inglês,Sudeste,Professor,10667.6
39.0,19.0,Técnico,Inglês,Nenhuma,Sudeste,Técnico,7603.41
29.0,16.0,Técnico,Inglês,Nenhuma,Sudeste,Designer,8051.6
19.0,22.0,Pós,Inglês,Nenhuma,Sul,Advogado,21665.01
54.0,24.0,Pós,Nenhuma,Inglês,Sudeste,Economista,10662.42
24.0,30.0,Superior,Nenhuma,Inglês,Sudeste,Consultor,12268.07
43.0,5.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Advogado,12417.62
43.0,34.0,Superior,Francês,Nenhuma,Nordeste,Cientista,16092.5
41.0,3.0,Mestrado,Nenhuma,Inglês,Norte,Programador,9332.67
29.0,39.0,Técnico,Francês,Nenhuma,Sul,Advogado,16485.21
33.0,19.0,Doutorado,Inglês,Nenhuma,Sudeste,Enfermeiro,15067.08
40.0,,Superior,Nenhuma,Nenhuma,Sul,Pesquisador,8254.79
57.0,25.0,Superior,Italiano,Nenhuma,Sudeste,Agrônomo,6510.61
26.0,33.0,Superior,Italiano,Italiano,Norte,Enfermeiro,5933.82
49.0,9.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Policial,3712.94
32.0,,Pós,Nenhuma,Inglês,Nordeste,Cientista,13121.32
54.0,23.0,Técnico,Inglês,Nenhuma,Sul,Arquiteto,14826.57
30.0,12.0,Técnico,Inglês,Espanhol,Nordeste,Professor,5460.04
22.0,28.0,Superior,Alemão,Inglês,Sudeste,Enfermeiro,6636.28
28.0,26.0,Técnico,Inglês,Espanhol,Sudeste,Médico,17144.49
27.0,30.0,Médio,Nenhuma,Inglês,Sudeste,Economista,7982.02
30.0,9.0,Mestrado,Nenhuma,Nenhuma,Sul,Consultor,7697.97
58.0,30.0,Doutorado,Francês,Nenhuma,Sudeste,Consultor,14481.32
63.0,38.0,Superior,Italiano,Nenhuma,Centro-Oeste,Agrônomo,7039.71
32.0,9.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,7892.6
59.0,23.0,Doutorado,Nenhuma,Nenhuma,Norte,Advogado,24538.45
24.0,32.0,Superior,Nenhuma,Nenhuma,Sul,Analista de Dados,13830.8
57.0,13.0,Doutorado,Inglês,Nenhuma,Nordeste,Vendedor,5132.97
45.0,34.0,Técnico,Inglês,Inglês,Sudeste,Cientista,23877.87
49.0,33.0,Pós,Inglês,Francês,Sudeste,Advogado,29803.79
52.0,16.0,Médio,Italiano,Alemão,Centro-Oeste,Advogado,9327.8
32.0,20.0,Pós,Inglês,Inglês,Sudeste,Economista,12246.86
65.0,31.0,Mestrado,Inglês,Inglês,Sudeste,Advogado,38237.07
53.0,2.0,Superior,Inglês,Espanhol,Nordeste,Advogado,10346.89
38.0,14.0,Superior,Francês,Nenhuma,Norte,Cientista,8911.64
23.0,7.0,Mestrado,Nenhuma,Nenhuma,Sul,Advogado,299594.6
18.0,31.0,Mestrado,Italiano,Nenhuma,Sudeste,Cientista,24349.65
21.0,37.0,Médio,Alemão,Nenhuma,Nordeste,Policial,5677.44
28.0,25.0,Mestrado,Inglês,Nenhuma,Sudeste,Cientista,22351.09
61.0,29.0,Técnico,Alemão,Nenhuma,Nordeste,Analista de Dados,8431.45
43.0,8.0,Pós,Inglês,Inglês,Norte,Enfermeiro,5728.1
54.0,31.0,Técnico,Inglês,Nenhuma,Nordeste,Designer,6881.15
40.0,10.0,Médio,Inglês,Nenhuma,Nordeste,Consultor,6113.22
46.0,21.0,Médio,Inglês,Inglês,Sul,Policial,6779.8
38.0,33.0,Superior,Inglês,Francês,Centro-Oeste,Professor,9405.43
65.0,17.0,Pós,Alemão,Alemão,Sudeste,Vendedor,6123.97
62.0,18.0,Médio,Inglês,Nenhuma,Sudeste,Professor,6868.69
62.0,17.0,Mestrado,Francês,Italiano,Norte,Médico,15253.43
44.0,36.0,Doutorado,Italiano,Nenhuma,Nordeste,Analista de Dados,20260.49
56.0,17.0,Pós,Inglês,Nenhuma,Norte,Designer,7136.04
57.0,11.0,Superior,Italiano,Nenhuma,Centro-Oeste,Pesquisador,11903.61
